source_file,case_name,court,year,courtlistener_cluster_id,courtlistener_url,database_sources,source_text_status,sha256_lf
"4445700_2019_Georgia State Conference of the NAACP v. City of LaGrange, Georgia_ca11","Georgia State Conference of the NAACP v. City of LaGrange, Georgia",11th Cir.,2019,4445700,https://www.courtlistener.com/api/rest/v4/clusters/4445700/,3604; claims; csv,,
4450591_2017_Morgan v. Carrington Mortgage Services_ca10,"Virginia Morgan v. Carrington Mortgage Services; Bank of America, N.A.",10th Cir.,2017,4450591,https://www.courtlistener.com/api/rest/v4/clusters/4450591/,3604; claims; csv,on file with author,2a520fafc33be3616158b9061eee4b231b14230c60d7741a690c9ae9c0cc646a
"4454484_2019_Daimeon Mosley v. Kohl's Dep't Stores, Inc._ca6","Daimeon Mosley v. Kohl's Department Stores, Inc.",6th Cir.,2019,4454484,https://www.courtlistener.com/api/rest/v4/clusters/4454484/,3604; claims; csv; phase1_patch,,
"4462086_2019_Francis v. Kings Park Manor, Inc._ca2","Donahue Francis v. Kings Park Manor, Inc.",2d Cir.,2019,4462086,https://www.courtlistener.com/api/rest/v4/clusters/4462086/,3604; claims; csv,,
4465046_2019_Webb v. United States Veterans Initiative_dcd,Webb v. United States Veterans Initiative,D.D.C.,2019,4465046,https://www.courtlistener.com/api/rest/v4/clusters/4465046/,3604; claims; csv; iqbal,,
4466048_2019_Phyllis Davis v. Echo Valley Condominium Ass'n_ca6,Phyllis Davis v. Echo Valley Condominium Association,6th Cir.,2019,4466048,https://www.courtlistener.com/api/rest/v4/clusters/4466048/,3604; claims; csv,,
4468236_2019_Inclusive Communities Project v. Department of Tre_ca5,"Inclusive Communities Project, Inc. v. Department of Treasury",5th Cir.,2019,4468236,https://www.courtlistener.com/api/rest/v4/clusters/4468236/,3604; claims; csv,,
4509909_2020_Cynthia Madej v. Jeff Maiden_ca6,Cynthia Madej; Robert Madej v. Jeff Maiden,6th Cir.,2020,4509909,https://www.courtlistener.com/api/rest/v4/clusters/4509909/,3604; claims; csv,,
4515611_2020_Alton Crain v. City of Selma_ca5,Alton Crain v. City of Selma,5th Cir.,2020,4515611,https://www.courtlistener.com/api/rest/v4/clusters/4515611/,3604; claims; csv,,
4519150_2018_Neway Mengistu v. Hacla_ca9,Neway Mengistu v. Housing Authority of the City of Los Angeles,9th Cir.,2018,4519150,https://www.courtlistener.com/api/rest/v4/clusters/4519150/,3604; claims; csv,,
"4520655_2020_Borum v. Brentwood Village, LLC_dcd","Borum v. Brentwood Village, LLC",D.D.C.,2020,4520655,https://www.courtlistener.com/api/rest/v4/clusters/4520655/,3604; claims; csv,,
4523173_2020_In re_ FBOP Execution Protocol Cases_cadc,,,,4523173,https://www.courtlistener.com/api/rest/v4/clusters/4523173/,3604; claims,,
4524627_2020_Arthur v. District of Columbia Housing Authority_dcd,"Evelyn Arthur, et al. v. District of Columbia Housing Authority, et al.",D.D.C.,2020,4524627,https://www.courtlistener.com/api/rest/v4/clusters/4524627/,3604; claims; csv; iqbal,,
4531039_2018_George Friedel v. Park Place Community LLC_ca11,George Friedel v. Park Place Community LLC,11th Cir.,2018,4531039,https://www.courtlistener.com/api/rest/v4/clusters/4531039/,3604; claims; csv; phase1_patch,,
"4536067_2018_Tree of Life Christian Sch. v. City of Upper Arlington, Ohio_ca6",,,,4536067,https://www.courtlistener.com/api/rest/v4/clusters/4536067/,3604; claims,,
4536566_2018_Keith Cohen v. Monroe County_ca11,Keith Cohen v. Monroe County,11th Cir.,2018,4536566,https://www.courtlistener.com/api/rest/v4/clusters/4536566/,3604; claims; csv,,
4541887_2018_Robyn Edwards v. G. Salter Prop _ Salter Const._ca8,Robyn G. Edwards; Mikki Adams v. Gene Salter Properties and Salter Construction Inc.,8th Cir.,2018,4541887,https://www.courtlistener.com/api/rest/v4/clusters/4541887/,3604; claims; csv,,
4558819_2020_City of Oakland v. Wells Fargo _ Company_ca9,City of Oakland v. Wells Fargo & Company,9th Cir.,2020,4558819,https://www.courtlistener.com/api/rest/v4/clusters/4558819/,3604; claims; csv,,
4565519_2020_Cassandra Menoken v. Janet Dhillon_cadc,,,,4565519,https://www.courtlistener.com/api/rest/v4/clusters/4565519/,3604; claims,,
4569538_2018_Mississippi Rising Coalition v. City of Oce_ca5,"Mississippi Rising Coalition v. City of Ocean Springs, Mississippi",5th Cir.,2018,4569538,https://www.courtlistener.com/api/rest/v4/clusters/4569538/,3604; claims; csv,,
4569757_2018_Mississippi Rising Coalition v. City of Oce_ca5,"Mississippi Rising Coalition v. City of Ocean Springs, Mississippi",5th Cir.,2018,4569757,https://www.courtlistener.com/api/rest/v4/clusters/4569757/,3604; claims; csv,,
4574498_2020_431 East Palisade Avenue Real v. City of Englewood_ca3,"431 East Palisade Avenue Real Estate, LLC v. City of Englewood",3d Cir.,2020,4574498,https://www.courtlistener.com/api/rest/v4/clusters/4574498/,3604; claims; csv,,
"4576558_2020_DaVita, Inc. v. Marietta Mem. Hosp._ca6",,,,4576558,https://www.courtlistener.com/api/rest/v4/clusters/4576558/,3604; claims,,
"4581562_2020_Dr. David S. Muransky v. Godiva Chocolatier, Inc._ca11","Dr. David S. Muransky v. Godiva Chocolatier, Inc.",11th Cir.,2020,4581562,https://www.courtlistener.com/api/rest/v4/clusters/4581562/,3604; claims; csv; phase1_patch,,
4591310_2019_United States v. Matthew Bryan Caniff_ca11,,,,4591310,https://www.courtlistener.com/api/rest/v4/clusters/4591310/,3604; claims,,
4612726_2019_Carol Thomas v. Sfha_ca9,Carol Thomas v. San Francisco Housing Authority,9th Cir.,2019,4612726,https://www.courtlistener.com/api/rest/v4/clusters/4612726/,3604; claims; csv,,
4614816_2019_Mahmood Khan v. City of Minneapolis_ca8,Mahmood Khan v. City of Minneapolis,8th Cir.,2019,4614816,https://www.courtlistener.com/api/rest/v4/clusters/4614816/,3604; claims; csv,,
"4621342_2019_Robert Jones, Jr. v. M_A Mgmt Corp_ca7","Robert L. Jones, Jr. v. M/A Mgmt Corp.",7th Cir.,2019,4621342,https://www.courtlistener.com/api/rest/v4/clusters/4621342/,3604; claims; csv,,
4621744_2019_Kimberly Johnson v. Kellie Jennings_ca11,"Kimberly Johnson, Deborah Brazell v. Kellie Jennings, Shelley Morris",11th Cir.,2019,4621744,https://www.courtlistener.com/api/rest/v4/clusters/4621744/,3604; claims; csv,,
"4637098_2020_Davita Inc. v. Amy's Kitchen, Inc._ca9",,,,4637098,https://www.courtlistener.com/api/rest/v4/clusters/4637098/,3604; claims,,
4645018_2019_Gwendolyn Wilson v. Hillsborough Township Construc_ca3,Gwendolyn Wilson v. Hillsborough Township Construction Department,3d Cir.,2019,4645018,https://www.courtlistener.com/api/rest/v4/clusters/4645018/,3604; claims; csv,,
4661075_2021_Suarez-Torres v. Panaderia y Reposteria Espana_ca1,,,,4661075,https://www.courtlistener.com/api/rest/v4/clusters/4661075/,3604; claims,,
"4662179_2021_Glenn Howard v. Hmk Holdings, LLC_ca9","Glenn Howard; Gale Howard; Christine Howard v. HMK Holdings, LLC; Hovik M. Khaloian",9th Cir.,2021,4662179,https://www.courtlistener.com/api/rest/v4/clusters/4662179/,3604; claims; csv,,
"4667674_2021_Metropolitan Omaha Property v. City of Omaha, Nebraska_ca8","Metropolitan Omaha Property Owners Association, Inc. v. City of Omaha, Nebraska",8th Cir.,2021,4667674,https://www.courtlistener.com/api/rest/v4/clusters/4667674/,3604; claims; csv,,
"4671577_2021_Francis v. Kings Park Manor, Inc._ca2","Francis v. Kings Park Manor, Inc.",2d Cir.,2021,4671577,https://www.courtlistener.com/api/rest/v4/clusters/4671577/,3604; claims; csv; iqbal,on file with author,8e657276ffee7467f942f196fdebefc7ec35b30bc40a33ee815e12ee60e52d9c
4678020_2021_Stanley Webb v. United States Veterans Initiative_cadc,Stanley Webb v. United States Veterans Initiative (US Vets) And Community Partnership,D.C. Cir.,2021,4678020,https://www.courtlistener.com/api/rest/v4/clusters/4678020/,3604; claims; csv,,
4678095_2021_Lawrence Salisbury v. City of Santa Monica_ca9,Lawrence Salisbury v. City of Santa Monica,9th Cir.,2021,4678095,https://www.courtlistener.com/api/rest/v4/clusters/4678095/,3604; claims; csv,,
4682008_2021_Laufer v. Mann Hospitality_ca5,,,,4682008,https://www.courtlistener.com/api/rest/v4/clusters/4682008/,3604; claims,,
4693366_2021_Lawrence Salisbury v. City of Santa Monica_ca9,Lawrence Salisbury v. City of Santa Monica,9th Cir.,2021,4693366,https://www.courtlistener.com/api/rest/v4/clusters/4693366/,3604; claims; csv,,
4698095_2021_Sandpiper Residents Association v. United States Department of Housing and Urban Development_dcd,Sandpiper Residents Association v. United States Department of Housing and Urban Development,D.D.C.,2021,4698095,https://www.courtlistener.com/api/rest/v4/clusters/4698095/,3604; claims; csv; phase1_patch,,
4699659_2021_Equal Means Equal v. Ferriero_ca1,,,,4699659,https://www.courtlistener.com/api/rest/v4/clusters/4699659/,3604; claims,,
"4703129_2021_Gregory Selden v. Airbnb, Inc._cadc","Gregory Selden v. Airbnb, Inc.",D.C. Cir.,2021,4703129,https://www.courtlistener.com/api/rest/v4/clusters/4703129/,3604; claims; csv,,
4704212_2021_Rita Fox v. Lucille F. Gaines_ca11,Rita Fox v. Lucille F. Gaines,11th Cir.,2021,4704212,https://www.courtlistener.com/api/rest/v4/clusters/4704212/,3604; claims; csv,,
4704890_2021_Rita Fox v. Lucille F. Gaines_ca11,Rita Fox v. Lucille F. Gaines,11th Cir.,2021,4704890,https://www.courtlistener.com/api/rest/v4/clusters/4704890/,3604; claims; csv,,
"4731274_2020_Quality of Life, Corp. v. The City of Margate_ca11","Quality of Life, Corp. v. The City of Margate",11th Cir.,2020,4731274,https://www.courtlistener.com/api/rest/v4/clusters/4731274/,3604; claims; csv,,
4753723_2020_Natale Mercuri v. Occidental Tower Apartments_ca9,Natale Mercuri v. Occidental Tower Apartments,9th Cir.,2020,4753723,https://www.courtlistener.com/api/rest/v4/clusters/4753723/,3604; claims; csv,,
4756075_2020_Krystal Moore v. Camden Property Trust_ca11,Krystal Moore v. Camden Property Trust,11th Cir.,2020,4756075,https://www.courtlistener.com/api/rest/v4/clusters/4756075/,3604; claims; csv,,
4757512_2020_Akshar Global Investments Corp v. City of Los Angeles_ca9,Akshar Global Investments Corp. v. City of Los Angeles,9th Cir.,2020,4757512,https://www.courtlistener.com/api/rest/v4/clusters/4757512/,3604; claims; csv; phase1_patch,,
4760997_2020_Bostock v. Clayton County_scotus,,,,4760997,https://www.courtlistener.com/api/rest/v4/clusters/4760997/,3604; claims,,
4765131_2020_Aleksandr Selyutin v. Board of Directors of the Skok_ca7,Aleksandr Selyutin v. Board of Directors of the Skokie Gardens Condominium Association,7th Cir.,2020,4765131,https://www.courtlistener.com/api/rest/v4/clusters/4765131/,3604; claims; csv,,
"4768065_2020_Eric Ferrier v. Cascade Falls Condominium Association, Inc._ca11","Eric Ferrier v. Cascade Falls Condominium Association, Inc.",11th Cir.,2020,4768065,https://www.courtlistener.com/api/rest/v4/clusters/4768065/,3604; claims; csv; phase1_patch,,
4772168_2020_Ester Collar v. Michael B. Wilson_ca11,Esther Collar v. Michael B. Wilson,11th Cir.,2020,4772168,https://www.courtlistener.com/api/rest/v4/clusters/4772168/,3604; claims; csv,,
"4774160_2020_Inclusive Commty Project, Inc. v. Heartland Commty_ca5","The Inclusive Communities Project, Inc. v. Heartland Community Association, Inc.",5th Cir.,2020,4774160,https://www.courtlistener.com/api/rest/v4/clusters/4774160/,3604; claims; csv,,
"4785274_2020_Charles Mason v. Integra Peak Management Inc., et_ca5",Charles Mason v. Integra Peak Management Incorporated,5th Cir.,2020,4785274,https://www.courtlistener.com/api/rest/v4/clusters/4785274/,3604; claims; csv,on file with author,781456609acc4693a1627d53776634efe6890f0ad41174cc95d674cb4c2fee6f
4802517_2020_Robyn Edwards v. Gene Salter Properties_ca8,"Edwards v. Gene Salter Properties, Inc.",8th Cir.,2020,4802517,https://www.courtlistener.com/api/rest/v4/clusters/4802517/,3604; claims; csv,,
4803706_2020_Bobbie Jo Kooman v. Boulder Bluff Condominiums_ca6,Bobbie Jo Kooman v. Boulder Bluff Condominiums,6th Cir.,2020,4803706,https://www.courtlistener.com/api/rest/v4/clusters/4803706/,3604; claims; csv,,
4848196_2021_Ricky Kamdem-Ouaffo v. Plaza Square Apartments_ca3,Ricky Kamdem-Ouaffo v. Plaza Square Apartments,3rd Cir.,2021,4848196,https://www.courtlistener.com/api/rest/v4/clusters/4848196/,RA; claims; csv; phase1_patch,,
"4849987_2021_Christina Lyons v. Gene B. Glick Company, Incorpo_ca7","Christina G. Lyons v. Gene B. Glick Company, Inc.",7th Cir.,2021,4849987,https://www.courtlistener.com/api/rest/v4/clusters/4849987/,RA; 3604; claims; csv,,
"4850196_2021_Christina Lyons v. Gene B. Glick Company, Incorpo_ca7","Christina G. Lyons v. Gene B. Glick Company, Inc.",7th Cir.,2021,4850196,https://www.courtlistener.com/api/rest/v4/clusters/4850196/,RA; claims; csv,,
"4850228_2021_Christina Lyons v. Gene B. Glick Company, Incorpo_ca7","Christina G. Lyons v. Gene B. Glick Company, Inc.",7th Cir.,2021,4850228,https://www.courtlistener.com/api/rest/v4/clusters/4850228/,RA; claims; csv,,
4850760_2021_Benedict Mohit v. City of Haines City_ca11,Benedict Mohit v. City of Haines City,11th Cir.,2021,4850760,https://www.courtlistener.com/api/rest/v4/clusters/4850760/,RA; claims; csv,,
4851710_2021_Gary Hatter v. Gloria Williams_ca7,"Gary Hatter v. Gloria Williams, et al.",7th Cir.,2021,4851710,https://www.courtlistener.com/api/rest/v4/clusters/4851710/,RA; claims; csv,,
4852264_2021_Gary Hatter v. Gloria Williams_ca7,"Gary Hatter v. Gloria Williams, et al.",7th Cir.,2021,4852264,https://www.courtlistener.com/api/rest/v4/clusters/4852264/,RA; claims; csv,,
4852565_2021_Julie Wartluft v. Milton Hershey Sch and Sch Tru_ca3,"Julie Ellen Wartluft, et al. v. The Milton Hershey School and School Trust",3d Cir.,2021,4852565,https://www.courtlistener.com/api/rest/v4/clusters/4852565/,RA; 3604; claims; csv,,
4853358_2021_Sharon Chavis v. State of New Jersey_ca3,Sharon Chavis v. State of New Jersey,3rd Cir.,2021,4853358,https://www.courtlistener.com/api/rest/v4/clusters/4853358/,RA; claims; csv,,
"4856976_2021_De La Fuente v. Sherry Netherland, Inc._ca2","Roque De La Fuente v. The Sherry Netherland, Inc., et al.",2nd Cir.,2021,4856976,https://www.courtlistener.com/api/rest/v4/clusters/4856976/,RA; claims; csv; phase1_patch,,
"4858400_2021_Glenn Howard v. Hmk Holdings, LLC_ca9","Glenn Howard; Gale Howard; Christine Howard v. HMK Holdings, LLC; Hovik M. Khaloian",9th Cir.,2021,4858400,https://www.courtlistener.com/api/rest/v4/clusters/4858400/,RA; claims; csv,,
4862654_2021_People of the State of New York v. Griepp_ca2,,,,4862654,https://www.courtlistener.com/api/rest/v4/clusters/4862654/,RA; claims,,
"4863895_2021_Metropolitan Omaha Property v. City of Omaha, Nebraska_ca8","Metropolitan Omaha Property Owners Association, Inc. v. City of Omaha",8th Cir.,2021,4863895,https://www.courtlistener.com/api/rest/v4/clusters/4863895/,RA; claims; csv,,
4865538_2021_MacKenzie v. Carson_dcd,"Craig Steven MacKenzie v. Marcia L. Fudge, Secretary, U.S. Department of Housing and Urban Development",D.D.C.,2021,4865538,https://www.courtlistener.com/api/rest/v4/clusters/4865538/,RA; claims; csv,on file with author,ca923ed261409e25765628c8a9e746867991917236f620fd694b48bd85a420e3
"4865835_2021_Rodney Green, Sr. v. Mercy Housing, Inc._ca9","Rodney Green, Sr. v. Mercy Housing, Inc.",9th Cir.,2021,4865835,https://www.courtlistener.com/api/rest/v4/clusters/4865835/,RA; claims; csv,,
"4865923_2021_Rodney Green, Sr. v. Mercy Housing, Inc._ca9","Rodney Green, Sr. v. Mercy Housing, Inc.",9th Cir.,2021,4865923,https://www.courtlistener.com/api/rest/v4/clusters/4865923/,3604; claims; csv,,
4867183_2021_East Bay Sanctuary Covenant v. Joseph Biden_ca9,,,,4867183,https://www.courtlistener.com/api/rest/v4/clusters/4867183/,RA; claims,,
4867702_2021_East Bay Sanctuary Covenant v. Joseph Biden_ca9,,,,4867702,https://www.courtlistener.com/api/rest/v4/clusters/4867702/,RA; claims,,
"4867798_2021_Francis v. Kings Park Manor, Inc._ca2","Donahue Francis v. Kings Park Manor, Inc. et al.",2d Cir.,2021,4867798,https://www.courtlistener.com/api/rest/v4/clusters/4867798/,RA; claims; csv,on file with author,8e657276ffee7467f942f196fdebefc7ec35b30bc40a33ee815e12ee60e52d9c
4868335_2021_Myers v. District of Columbia Housing Authority_dcd,Belinda Myers et al. v. District of Columbia Housing Authority et al.,D.D.C.,2021,4868335,https://www.courtlistener.com/api/rest/v4/clusters/4868335/,RA; claims; csv,,
4868582_2021_Ricardo Pittman v. Viamonte Investments Group LLC_ca7,"Ricardo Pittman, Jr. v. Viamonte Investments Group, LLC, et al.",7th Cir.,2021,4868582,https://www.courtlistener.com/api/rest/v4/clusters/4868582/,3604; claims; csv,,
4869602_2021_Estate of C. Brown Morris v. the Bank of New York Mellon_ca9,Estate of Catherine Brown Morris v. The Bank of New York Mellon,9th Cir.,2021,4869602,https://www.courtlistener.com/api/rest/v4/clusters/4869602/,RA; claims; csv; phase1_patch,,
4872985_2021_Preterm-Cleveland v. Stephanie McCloud_ca6,,,,4872985,https://www.courtlistener.com/api/rest/v4/clusters/4872985/,RA; claims,,
4873061_2021_Harmony Haus Westlake v. Parkstone_ca5,"Harmony Haus Westlake, L.L.C. v. Parkstone Property Owners Association, Inc.",5th Cir.,2021,4873061,https://www.courtlistener.com/api/rest/v4/clusters/4873061/,RA; 3604; claims; csv,,
4873894_2021_Preterm-Cleveland v. Stephanie McCloud_ca6,,,,4873894,https://www.courtlistener.com/api/rest/v4/clusters/4873894/,RA; claims,,
4874239_2021_Perricone-Bernovich v. Village of Head of the Harbor_ca2,Perricone-Bernovich v. Village of Head of the Harbor,2d Cir.,2021,4874239,https://www.courtlistener.com/api/rest/v4/clusters/4874239/,RA; 3604; claims; csv,,
4874241_2021_Stanley Webb v. United States Veterans Initiative_cadc,Stanley Webb v. United States Veterans Initiative (US Vets) and Community Partnership,D.C. Cir.,2021,4874241,https://www.courtlistener.com/api/rest/v4/clusters/4874241/,RA; claims; csv,,
4874732_2021_Arthur Carson v. Roger Lacy_ca8,,,,4874732,https://www.courtlistener.com/api/rest/v4/clusters/4874732/,RA; claims,,
4877998_2021_Boston Parent Coalition for Acad. Excellence Corp. v. The School Committee of the City of Boston_ca1,,,,4877998,https://www.courtlistener.com/api/rest/v4/clusters/4877998/,RA; claims,,
4878229_2021_Laufer v. Mann Hospitality_ca5,,,,4878229,https://www.courtlistener.com/api/rest/v4/clusters/4878229/,RA; claims,,
4879735_2021_William Dew v. S. Columbia Terrace LLC_ca3,"William Dew v. S. Columbia Terrace, LLC",Third Cir.,2021,4879735,https://www.courtlistener.com/api/rest/v4/clusters/4879735/,RA; claims; csv,,
4880646_2021_Mr. Eddie I. Sierra v. City of Hallandale Beach Florida_ca11,"Eddie I. Sierra v. City of Hallandale Beach, Florida",11th Cir.,2021,4880646,https://www.courtlistener.com/api/rest/v4/clusters/4880646/,RA; claims; csv; phase1_patch,,
4881590_2021_Maddox v. Bank of N.Y. Mellon Tr. Co._ca2,,,,4881590,https://www.courtlistener.com/api/rest/v4/clusters/4881590/,RA; claims,,
